ID,qrCode,location,year,TP1PRCPT,TP2PRCPT,TP3PRCPT,TP4PRCPT,TP5PRCPT,TP6PRCPT,CECPH7,CLAY,ECEC,NITKJD,ORGC,PHAQ,SAND,SILT,TCEQ,TOTC,WG0006,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,block,row,range,plotNumber,genotype,plantingDate,totalStandCount,daysToAnthesis,GDDToAnthesis,yieldPerAcre,Red_mean_TP1,Red_median_TP1,Red_sum_TP1,Green_mean_TP1,Green_median_TP1,Green_sum_TP1,Blue_mean_TP1,Blue_median_TP1,Blue_sum_TP1,GLI_mean_TP1,NGRDI_mean_TP1,NDVI_mean_TP1,GNDVI_mean_TP1,SAVI_mean_TP1,NDRE_mean_TP1,RedEdge_mean_TP1,RedEdge_median_TP1,RedEdge_sum_TP1,DeepBlue_mean_TP1,DeepBlue_median_TP1,DeepBlue_sum_TP1,Nir_mean_TP1,Nir_median_TP1,Nir_sum_TP1,Red_mean_TP2,Red_median_TP2,Red_sum_TP2,Green_mean_TP2,Green_median_TP2,Green_sum_TP2,Blue_mean_TP2,Blue_median_TP2,Blue_sum_TP2,GLI_mean_TP2,NGRDI_mean_TP2,NDVI_mean_TP2,GNDVI_mean_TP2,SAVI_mean_TP2,NDRE_mean_TP2,RedEdge_mean_TP2,RedEdge_median_TP2,RedEdge_sum_TP2,DeepBlue_mean_TP2,DeepBlue_median_TP2,DeepBlue_sum_TP2,Nir_mean_TP2,Nir_median_TP2,Nir_sum_TP2,Red_mean_TP3,Red_median_TP3,Red_sum_TP3,Green_mean_TP3,Green_median_TP3,Green_sum_TP3,Blue_mean_TP3,Blue_median_TP3,Blue_sum_TP3,GLI_mean_TP3,NGRDI_mean_TP3,NDVI_mean_TP3,GNDVI_mean_TP3,SAVI_mean_TP3,NDRE_mean_TP3,RedEdge_mean_TP3,RedEdge_median_TP3,RedEdge_sum_TP3,DeepBlue_mean_TP3,DeepBlue_median_TP3,DeepBlue_sum_TP3,Nir_mean_TP3,Nir_median_TP3,Nir_sum_TP3,Red_mean_TP4,Red_median_TP4,Red_sum_TP4,Green_mean_TP4,Green_median_TP4,Green_sum_TP4,Blue_mean_TP4,Blue_median_TP4,Blue_sum_TP4,GLI_mean_TP4,NGRDI_mean_TP4,NDVI_mean_TP4,GNDVI_mean_TP4,SAVI_mean_TP4,NDRE_mean_TP4,RedEdge_mean_TP4,RedEdge_median_TP4,RedEdge_sum_TP4,DeepBlue_mean_TP4,DeepBlue_median_TP4,DeepBlue_sum_TP4,Nir_mean_TP4,Nir_median_TP4,Nir_sum_TP4,Red_mean_TP5,Red_median_TP5,Red_sum_TP5,Green_mean_TP5,Green_median_TP5,Green_sum_TP5,Blue_mean_TP5,Blue_median_TP5,Blue_sum_TP5,GLI_mean_TP5,NGRDI_mean_TP5,NDVI_mean_TP5,GNDVI_mean_TP5,SAVI_mean_TP5,NDRE_mean_TP5,RedEdge_mean_TP5,RedEdge_median_TP5,RedEdge_sum_TP5,DeepBlue_mean_TP5,DeepBlue_median_TP5,DeepBlue_sum_TP5,Nir_mean_TP5,Nir_median_TP5,Nir_sum_TP5,Red_mean_TP6,Red_median_TP6,Red_sum_TP6,Green_mean_TP6,Green_median_TP6,Green_sum_TP6,Blue_mean_TP6,Blue_median_TP6,Blue_sum_TP6,GLI_mean_TP6,NGRDI_mean_TP6,NDVI_mean_TP6,GNDVI_mean_TP6,SAVI_mean_TP6,NDRE_mean_TP6,RedEdge_mean_TP6,RedEdge_median_TP6,RedEdge_sum_TP6,DeepBlue_mean_TP6,DeepBlue_median_TP6,DeepBlue_sum_TP6,Nir_mean_TP6,Nir_median_TP6,Nir_sum_TP6
57,23-A-1745866,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,11,25,1745866,B105 X 3IIH6,5/19/2023,NA,NA,NA,NA,444.2115385,444.5,92396,688.9326923,688.5,143298,465.0480769,464,96730,0.212390848,-0.230380127,0.827211115,0.742519714,1.24069393,0.328832461,2346.923077,2346,488160,543.4567308,538,113039,4652.586538,4649.5,967738,373.6778846,382,77725,561.3846154,573,116768,380.2067308,388.5,79083,0.223556548,-0.243161636,0.842220235,0.767145355,1.263185843,0.352502322,1991.456731,2022,414223,438.0913462,444.5,91123,4166.485577,4188.5,866629,710.1682692,721.5,147715,874.1682692,894.5,181827,634.5480769,645.5,131986,0.137005539,-0.119137376,0.680337902,0.615440617,1.020385295,0.238875319,2239.995192,2267.5,465919,705.7692308,713.5,146800,3654.225962,3728.5,760079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,23-A-1745867,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,17,40,1745867,B84 X 3IIH6,5/19/2023,NA,NA,NA,NA,361.7869565,361,83211,585.1782609,588,134591,418.6478261,422,96289,0.209604479,-0.256349376,0.856592531,0.774771016,1.284757033,0.355859092,2175.856522,2192.5,500447,506.6,509.5,116518,4587.043478,4628,1055020,329.6956522,335.5,75830,506.2086957,513,116428,357.2434783,361.5,82166,0.219702446,-0.267391072,0.857027724,0.782673977,1.285388742,0.3772664,1830.769565,1865,421077,431.9347826,434,99345,4045.152174,4100.5,930385,611.8652174,622.5,140729,792.2043478,805.5,182207,601.2086957,609,138278,0.136341725,-0.139978489,0.720883252,0.648848842,1.081195205,0.275325693,2099.982609,2133.5,482996,672.5695652,681,154691,3698.482609,3771,850651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,23-A-1745870,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,17,30,1745870,PHG39 X PHM49,5/19/2023,NA,NA,NA,NA,381.410628,371,78952,585.0193237,580,121099,418.6811594,414,86667,0.197863675,-0.231187105,0.831868732,0.749820306,1.247660845,0.340482585,1999.251208,1992,413845,497.0966184,499,102899,4071.386473,4065,842777,377.6956522,369,78183,534.2753623,532,110595,379.647343,372,78587,0.204418197,-0.238420615,0.836034266,0.766368317,1.253896109,0.373159708,1782.227053,1787,368921,426.178744,422,88219,3911.21256,3911,809621,586.0724638,582,121317,767.8115942,776,158937,589.3478261,590,121995,0.135630862,-0.141712146,0.736733003,0.666161461,1.104971642,0.293246767,2085.516908,2119,431702,674.236715,675,139567,3820.777778,3893,790901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,23-A-1745872,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,15,36,1745872,PHT69 X 3IIH6,5/19/2023,NA,NA,NA,NA,410.8445596,406,79293,650.1554404,658,125480,450.8393782,447,87012,0.208245112,-0.237226281,0.82979281,0.741818539,1.244557518,0.320936708,2248.647668,2274,433989,519.8290155,521,100327,4380.373057,4477,845412,401.7927461,423,77546,604.3678756,642,116643,396.8290155,412,76588,0.235297205,-0.260815471,0.822752651,0.736312397,1.233978116,0.328007785,1965.42487,2039,379327,443.0932642,446,85517,3882.896373,3968,749399,834.5906736,863,161076,937.746114,957,180985,666.0725389,674,128552,0.116145061,-0.068978418,0.609746933,0.566863627,0.914507344,0.201656085,2236.518135,2254,431648,720.3108808,727,139020,3373.626943,3394,651110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,23-A-1745873,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,13,37,1745873,PHK56 X LH82,5/19/2023,NA,NA,NA,NA,396.0142857,401,83163,644.2190476,650,135286,436.0190476,439.5,91564,0.22702261,-0.263086765,0.842095581,0.752075085,1.263013126,0.329058635,2282.433333,2284,479311,506.8952381,512.5,106448,4526.685714,4524.5,950604,367.9,380,77259,597.6238095,620,125501,382.8666667,392.5,80402,0.252403681,-0.282460646,0.842951902,0.749818348,1.264282091,0.340307126,2021.57619,2045,424531,428.0142857,431,89883,4111.066667,4173.5,863324,684.5809524,678,143762,895.1333333,894,187978,628.1809524,623,131918,0.157757187,-0.141747827,0.682704831,0.600558866,1.023933815,0.224357912,2260.604762,2259,474727,680.852381,680.5,142979,3575.952381,3574,750950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,23-A-1745874,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,11,31,1745874,LH198 X PHB47,5/19/2023,NA,NA,NA,NA,471.2914798,455,105098,679.0224215,669,151422,472.1704036,468,105294,0.187242193,-0.194558298,0.809971702,0.7352994,1.214832588,0.323864041,2263.744395,2271,504815,535.2331839,533,119357,4436.251121,4450,989284,409.0179372,404,91211,582.2869955,574,129850,397.0403587,390,88540,0.211636955,-0.228878253,0.822556004,0.749298942,1.233686974,0.352753231,1900.856502,1921,423891,450.2869955,445,100414,3970.116592,3996,885336,730.103139,744,162813,878.1479821,899,195827,640.367713,650,142802,0.128431019,-0.102674566,0.657823715,0.598397828,0.986615081,0.234120072,2158.304933,2193,481302,706.793722,718,157615,3486.134529,3539,777408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,23-A-1745875,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,17,25,1745875,PHK56 X W606S,5/19/2023,NA,NA,NA,NA,1205.16,1251,241032,1055.32,1103,211064,823.335,850.5,164667,0.023316026,0.060797085,0.458693119,0.507081023,0.687959285,0.188344294,2185.97,2254.5,437194,813.215,835.5,162643,3225.11,3264,645022,842.37,901.5,168474,783.335,828,156667,618.565,652,123713,0.046042329,0.015376823,0.570340074,0.589072566,0.855388534,0.266827545,1717.4,1778,343480,608.665,638.5,121733,2984.05,3102.5,596810,767.05,816.5,153410,831.355,858.5,166271,692.92,715,138584,0.068838073,-0.051859672,0.625711538,0.595745865,0.938445677,0.247220291,1972.235,1996.5,394447,745.895,765.5,149179,3266.74,3312.5,653348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,23-A-1745882,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,13,44,1745882,PHK76 X LH198,5/19/2023,NA,NA,NA,NA,380.3804878,387,77978,597.9268293,602,122575,422.4536585,427,86603,0.202765218,-0.235321839,0.838922813,0.755988685,1.258248201,0.343999854,2095.297561,2124,429536,504.6292683,510,103449,4301.112195,4386,881728,363.2243902,371,74461,539.7365854,552,110646,385.5707317,395,79042,0.205356586,-0.24438302,0.840869796,0.765935916,1.261154219,0.370367762,1835.721951,1876,376323,445.4439024,453,91316,4000.263415,4053,820054,640.2682927,653,131255,824.8390244,841,169092,609.9414634,618,125038,0.142075783,-0.137093066,0.708398404,0.635398053,1.062470519,0.264566893,2141.258537,2170,438958,683.7268293,688,140164,3690.936585,3768,756642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,23-A-1745883,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,17,43,1745883,PHK76 X 3IIH6,5/19/2023,NA,NA,NA,NA,378.3185841,387,85500,586.3761062,589.5,132521,421.6371681,420,95290,0.197736062,-0.234006299,0.831672389,0.747431868,1.247365419,0.333263775,2017.278761,2030,455905,498.3451327,497.5,112626,4040.40708,4052,913132,357.4911504,374,80793,541.8584071,561.5,122460,369.5132743,382,83510,0.219910467,-0.247078194,0.841159884,0.763609062,1.261589808,0.358643656,1877.951327,1903.5,424417,434.1946903,443,98128,3977.469027,4064,898908,746.4424779,761.5,168696,879.1327434,898,198684,635.3938053,645,143599,0.123659394,-0.090308708,0.654889475,0.602056622,0.982216341,0.233466785,2187.327434,2219.5,494336,692.2256637,700.5,156443,3524.163717,3584.5,796461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,23-A-1745885,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,15,25,1745885,PHK76 X LH82,5/19/2023,NA,NA,NA,NA,875.6285714,821.5,183882,864.3,839,181503,664.2857143,644,139500,0.069671875,-0.013164822,0.607118356,0.606368473,0.910570168,0.247287571,2106.795238,2103.5,442427,692.9571429,676,145521,3517.290476,3521.5,738631,570.7666667,565.5,119861,610.547619,617.5,128215,469.9761905,483.5,98695,0.110749983,-0.091710774,0.699972886,0.672360102,1.049797696,0.312330166,1572.22381,1589.5,330167,517.1142857,528.5,108594,3022.514286,3093,634728,665.7238095,643.5,139802,769.7380952,753,161645,630.6571429,621,132438,0.091808247,-0.08831063,0.659586599,0.610537882,0.989244865,0.269783813,1814.795238,1785.5,381107,712.247619,707,149572,3164.919048,3139.5,664633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,23-A-1745888,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,17,36,1745888,PHP02 X LH185,5/19/2023,NA,NA,NA,NA,468.385,468.5,93677,619.955,618.5,123991,468.235,467,93647,0.154615185,-0.169879581,0.768177001,0.699152986,1.15211583,0.299296549,1867.82,1860.5,373564,542.23,535.5,108446,3470.85,3468,694170,396.025,400,79205,537.025,541,107405,397.855,401.5,79571,0.188350566,-0.228232264,0.807668814,0.737430414,1.211334138,0.347828335,1665.495,1688,333099,453.47,458.5,90694,3456.505,3524.5,691301,619.27,630,123854,756.26,768,151252,611.62,610.5,122324,0.108807494,-0.115860549,0.680719999,0.616587891,1.020938901,0.257259179,1869.675,1893.5,373935,681.325,677.5,136265,3178.32,3224.5,635664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,23-A-1745889,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,17,24,1745889,PHP02 X PHN46,5/19/2023,NA,NA,NA,NA,459.9238095,426,96584,665.552381,663,139766,454.2904762,443,95401,0.200137542,-0.21188688,0.808900919,0.731839154,1.213221916,0.326080085,2173.152381,2179.5,456362,533.8619048,527,112111,4287.138095,4297.5,900299,385.9333333,379,81046,556.4904762,575,116863,373.6809524,384.5,78473,0.22752306,-0.255820854,0.826566798,0.749741824,1.239692354,0.352392091,1815.033333,1863,381157,438.2952381,447,92042,3805.12381,3892,799076,701.5761905,723.5,147331,838.952381,860.5,176180,620.7666667,633,130361,0.123097066,-0.101297732,0.680637317,0.624410965,1.020831701,0.252693493,2152.771429,2230.5,452082,693.3904762,701,145612,3619.528571,3727.5,760101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,23-A-1745890,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,13,40,1745890,PHP02 X LH145,5/19/2023,NA,NA,NA,NA,400.8509615,395,83377,616.3269231,616.5,128196,450.6538462,450.5,93736,0.190834932,-0.228754805,0.83976265,0.761073654,1.259514359,0.351124394,2168.668269,2179,451083,521.6009615,520.5,108493,4521.581731,4572,940489,390.5961538,392.5,81244,562.0865385,563.5,116914,394.0865385,398.5,81970,0.200483298,-0.223201489,0.834624618,0.765040775,1.251794961,0.367639886,1918.379808,1935,399023,458.4471154,466,95357,4151.899038,4192.5,863595,791.8942308,808.5,164714,848.7980769,859,176550,636.6490385,641,132423,0.091458389,-0.046351104,0.61503353,0.587953605,0.92243121,0.22442513,2051.245192,2055.5,426659,707.7259615,707.5,147207,3250.302885,3268.5,676063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,23-A-1745893,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,15,43,1745893,PHP02 X W606S,5/19/2023,NA,NA,NA,NA,384.4777778,392.5,69206,592.7944444,599,106703,425.8555556,430,76654,0.198626086,-0.236072739,0.834285501,0.75191971,1.251288262,0.337970288,2053.411111,2060,369614,510,518,91800,4154.783333,4181,747861,358.3388889,387,64501,530.1888889,560.5,95434,379.2333333,398.5,68262,0.210683421,-0.246734854,0.843261843,0.770660254,1.264741328,0.36542165,1854.25,1905,333765,432.3444444,443,77822,3992.227778,4095,718601,804.2055556,815.5,144757,897.6833333,905,161583,651.8333333,654,117330,0.109915151,-0.066734568,0.627171649,0.587666106,0.940642311,0.222159704,2183.055556,2198.5,392950,701.5333333,704.5,126276,3436.222222,3462.5,618520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,23-A-1745895,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,15,42,1745895,PHP02 X PHK56,5/19/2023,NA,NA,NA,NA,402.0833333,396,72375,636.1388889,635,114505,440.2666667,436.5,79248,0.211808318,-0.241888683,0.838874403,0.753713765,1.258181946,0.3394051,2221.161111,2239,399809,517.0388889,518,93067,4508.316667,4554,811497,375.4722222,389.5,67585,556.4444444,569.5,100160,388.0111111,399.5,69842,0.210739629,-0.239487679,0.846605593,0.775371898,1.269768355,0.36502549,2008.261111,2035,361487,449.7666667,460.5,80958,4320.888889,4401.5,777760,630.6888889,648.5,113524,806.8388889,818.5,145231,610.9333333,617,109968,0.135011705,-0.134861249,0.701042327,0.628732081,1.051433466,0.252675164,2099.616667,2128,377931,677.4222222,684.5,121936,3523.161111,3570.5,634169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,23-A-1745897,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,17,26,1745897,LH74 X PHN82,5/19/2023,NA,NA,NA,NA,431.28,419,86256,624.85,626,124970,447.015,444,89403,0.184250269,-0.202900837,0.823023604,0.752100004,1.234406428,0.339860644,2170.86,2189,434172,544.64,547.5,108928,4429.495,4520,885899,345.1,362,69020,502.685,524,100537,366.045,374,73209,0.198942811,-0.244376256,0.847195008,0.77656252,1.270631316,0.379836267,1748.45,1824,349690,424.61,437,84922,3911.775,4089.5,782355,575.74,592.5,115148,757.56,775,151512,596.625,608,119325,0.131216307,-0.14875438,0.737372026,0.663443638,1.105924212,0.290658121,2047.005,2104,409401,671.045,678,134209,3729.975,3834,745995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,23-A-1745898,Ames,2023,155,159,234,NA,NA,NA,1.6174487,1.3688207,-0.9180608,1.5219069,1.35322334,-0.005850708,0.6468948,-1.0316815,0.018897455,1.5899763,0.5619575,0,Low,75,2315,17.5,2,15,31,1745898,B73 X PHN82,5/19/2023,NA,NA,NA,NA,396.2380952,395,83210,614.6428571,611.5,129075,429.352381,428.5,90164,0.200786752,-0.22462999,0.846073161,0.769907646,1.268984927,0.349352325,2275.22381,2279.5,477797,521.0857143,519,109428,4724.290476,4738.5,992101,340.6761905,355,71542,517.8142857,531,108741,367.152381,379,77102,0.207723581,-0.247332593,0.856392474,0.78544023,1.284444089,0.385146745,1881.242857,1923,395061,429.0904762,438.5,90109,4236.133333,4298,889588,577.0428571,592.5,121179,770.6571429,786.5,161838,591.7285714,605,124263,0.140812868,-0.154342112,0.744071803,0.668744318,1.115978763,0.287614238,2139.142857,2178.5,449220,660.047619,665.5,138610,3867.280952,3946,812129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
